publication_year,original_title,authors,one_star_reviews,two_star_reviews,three_star_reviews,four_star_reviews,five_star_reviews
2012.0,Heft,Liz Moore,160,504,2825,6772,3746
1995.0,Outcast of Redwall,Brian Jacques,139,881,4673,5844,5206
2006.0,Mister Pip,Lloyd Jones,348,1269,4354,5892,2927
2006.0,Giada's Family Dinners,"Giada De Laurentiis, Victoria Pearson",484,582,2361,3795,4859
2005.0,Doubt: A Parable,John Patrick Shanley,191,548,2458,5419,5995
2001.0,Book of Shadows,Cate Tiernan,467,1155,4119,6230,8626
2008.0,Secrets of a shoe addict,Beth Harbison,450,1093,3748,4026,3749
2014.0,After We Fell,Anna Todd,976,1610,3733,4938,7601
2006.0,Elizabeth Street,Laurie Fabiano,144,608,3016,5430,3369
2012.0,The Assassin and the Pirate Lord,Sarah J. Maas,138,552,3590,7522,10018
1843.0,Frygt og Bæven,"Søren Kierkegaard, Alastair Hannay",266,660,2712,4860,5005
2003.0,Hawksong,Amelia Atwater-Rhodes,258,800,3400,5673,8676
1999.0,The Naked God ,Peter F. Hamilton,175,457,2066,5038,6265
1971.0,"Come Back, Amelia Bedelia","Peggy Parish, Wallace Tripp",195,452,2495,3580,7600
1948.0,Kon-Tiki Ekspedisjonen,Thor Heyerdahl,143,463,3002,6085,5868
2013.0,How to Get Filthy Rich in Rising Asia,Mohsin Hamid,255,886,3520,5287,2986
1916.0,Über die spezielle und die allgemeine Relativitätstheorie,"Albert Einstein, Nigel Calder, Robert W. Lawson",174,515,2201,4134,5933
2000.0,Getting Over It,Anna Maxted,607,1415,4453,4130,2801
2012.0,The List,Siobhan Vivian,748,2540,6328,5472,3612
1992.0,The Brothers K,David James Duncan,152,331,1097,3254,6678
2010.0,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,195,466,2204,4974,5693
2012.0,A Dog's Journey: Another Novel for Humans,W. Bruce Cameron,73,282,1615,4681,8676
2011.0,,"Timothy J. Keller, Kathy  Keller",129,230,1082,3851,7474
2010.0,Batman & Robin: Batman Reborn,"Grant Morrison, Frank Quitely, Philip Tan, Jonathan Glapion, Alex Sinclair",200,636,2722,4797,5716
2002.0,めるぷり メルヘン☆プリンス 1,Matsuri Hino,497,820,2430,3200,7520
1990.0,La tabla de Flandes,"Arturo Pérez-Reverte, Margaret Jull Costa",258,1074,3854,5874,3795
1835.0,Prinsessen på ærten,"Janet Stevens, Hans Christian Andersen",134,673,3381,4120,6559
1920.0,The Short Stories of F. Scott Fitzgerald,"F. Scott Fitzgerald, Matthew J. Bruccoli",95,307,1895,4846,5812
1986.0,Dark Angel,V.C. Andrews,151,912,3867,4911,5523
1997.0,Star Wars: Specter of the Past,Timothy Zahn,82,529,3527,5745,4556
2015.0,Binge,Tyler Oakley,259,536,2051,4423,8730
2014.0,Black Lies,Alessandra Torre,351,692,2697,6579,12504
2007.0,What The Dead Know,Laura Lippman,353,1568,6131,6754,2376
2014.0,"Rome (Marked Men, #3)","Jay Crownover, Charlotte Connan de vries",162,690,4205,10810,12247
1767.0,"The Life and Opinions of Tristram Shandy, Gentleman","Laurence Sterne, Melvyn New",954,1547,3575,4498,5380
,,"Giles Andreae, Guy Parker-Rees",154,438,2358,4543,7985
2001.0,The Passion of Artemisia,Susan Vreeland,283,818,3759,5719,4193
1976.0,Heal Your Body,Louise L. Hay,139,342,1542,3059,6632
2003.0,東京ミュウミュウ (Tokyo Mew Mew) 1,"Mia Ikumi, Reiko Yoshida",552,1189,2763,2757,6189
2012.0,The Miseducation of Cameron Post,Emily M. Danforth,493,903,3200,6542,6247
2008.0,Coraline,"Neil Gaiman, P. Craig Russell",245,825,3782,5867,5521
2008.0,House of Many Ways,Diana Wynne Jones,98,715,4376,8350,6778
2015.0,The Cartel,Don Winslow,119,352,1490,4658,6200
2016.0,A Mother's Reckoning: Living in the Aftermath of Tragedy,Sue Klebold,305,508,2506,6639,6627
1989.0,Skin Tight,Carl Hiaasen,81,426,3413,6443,3876
1955.0,Moonraker,Ian Fleming,97,921,5041,5820,2806
1689.0,Two Treatises of Government,"John Locke, Peter Laslett, Raymond Geuss",316,882,3718,4605,3857
1995.0,Civil Disobedience and Reading,Henry David Thoreau,141,609,2752,5009,5195
1876.0,Rose in Bloom,Louisa May Alcott,329,838,3875,6112,7111
2015.0,Mosquitoland,David  Arnold,390,1107,3710,6207,5694
2015.0,The Perfect Son,Barbara Claypole White,213,517,2264,4340,3558
1992.0,Looking for Alibrandi,Melina Marchetta,308,991,4419,6951,4763
2013.0,Raid,Kristen Ashley,241,809,3833,9838,12298
2013.0,Fifth Grave Past the Light,Darynda Jones,63,230,1923,7666,14405
1995.0,The Seventh Scroll,Wilbur Smith,127,531,2387,5065,5174
2012.0,A Midsummer's Nightmare,Kody Keplinger,531,1243,4596,6130,5556
2014.0,The Troop,Nick Cutter,444,1200,3561,5339,3285
2008.0,Revelation,C.J. Sansom,48,209,1613,5696,6700
1959.0,Cien sonetos de amor,"Pablo Neruda, Stephen Tapscott",145,263,1256,3572,7193
2014.0,Lucky Us,Amy Bloom,681,2312,5208,3845,1345
2005.0,It's In His Kiss,Julia Quinn,149,860,5022,8714,7443
2016.0,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists","J.K. Rowling, MinaLima",62,376,2872,5600,6970
1807.0,Phänomenologie des Geistes,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",466,897,2605,3609,4686
2013.0,,Kristen Ashley,162,590,3231,9757,13964
1997.0,The Neutronium Alchemist,Peter F. Hamilton,99,370,1888,5322,6381
2012.0,The Darkest Seduction,Gena Showalter,127,515,2676,6464,11549
2017.0,King's Cage,Victoria Aveyard,683,1887,6895,13675,13667
2009.0,Invisible,Paul Auster,243,1002,3988,5957,2707
2006.0,ظل الأفعى,يوسف زيدان,1708,2203,3013,2312,1643
2011.0,Ten Things We Did (and Probably Shouldn't Have) ,Sarah Mlynowski,461,1478,4936,5757,4798
2012.0,Rebel Heart,Moira Young,484,1140,3929,6268,5724
2003.0,Sickened,Julie Gregory,271,1109,4097,4942,3294
2001.0,The Last Time They Met,Anita Shreve,618,1715,5119,4568,2771
2016.0,News of the World,Paulette Jiles,170,573,3324,8636,7837
2005.0,Blowback,Brad Thor,91,330,2153,5177,5347
2010.0,Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,82,220,1487,4542,4266
1991.0,Women of the Silk,Gail Tsukiyama,132,581,3135,5451,3878
1894.0,The Prisoner of Zenda,Anthony Hope,197,817,4073,5337,4322
2010.0,Flutter,Amanda Hocking,255,1045,4079,6089,6467
2013.0,,Tammy Falkner,267,699,3437,9286,11266
1992.0,Leviathan,Paul Auster,105,490,2684,5165,3350
1999.0,Saving Faith,David Baldacci,154,771,4301,6283,3604
1999.0,The Spine of the World (Paths of Darkness #2),R.A. Salvatore,305,972,3248,4318,4566
1993.0,The Haunted Mask,R.L. Stine,334,1389,4424,3863,4789
2005.0,Tyrannosaur Canyon,Douglas Preston,212,894,4281,5674,3529
2017.0,The Girl Before,J.P. Delaney,829,2691,9883,13716,7296
1995.0,Wayside School Gets a Little Stranger,Louis Sachar,208,599,2935,5001,7758
1991.0,Summer of Night,Dan Simmons,302,691,2903,5308,5237
2009.0,Jim Butcher's the Dresden Files: Storm Front,"Jim Butcher, Mark Powers, Ardian Syaf",57,204,1451,3908,6357
1986.0,Tourist Season,Carl Hiaasen,110,538,3478,6486,4127
2012.0,السنجة,أحمد خالد توفيق,1051,1895,3540,2772,1466
2002.0,204 Rosewood Lane,Debbie Macomber,113,415,3072,5688,6659
2013.0,Unseen,Karin Slaughter,113,392,2532,6612,6402
2010.0,The Chronicles of Vladimir Tod: Eleventh Grade Burns,Heather Brewer,156,432,2188,4287,8303
1956.0,Double Star,Robert A. Heinlein,107,764,4475,6023,4418
2000.0,A Perfect Evil,Alex Kava,226,513,3075,5706,5075
2012.0,,Anne Lamott,221,706,2823,4929,4541
1997.0,The Long Patrol,"Brian Jacques, Allan Curless",62,489,3459,5748,6190
2010.0,The Better Angels of Our Nature. Why Violence has Declined,Steven Pinker,302,514,1774,4134,6234
1924.0,When We Were Very Young,"A.A. Milne, Ernest H. Shepard",145,472,2823,5139,10098
2015.0,My Sunshine Away,M.O. Walsh,350,1262,4050,5109,2364
2001.0,The Truth Seeker (O'Malley #3),Dee Henderson,72,233,1735,4364,8029
2006.0,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee Lestari,114,501,2643,3701,2336
1945.0,Sinuhe egyptiläinen ,"Mika Waltari, ذبیح‌الله منصوری",344,641,1958,3743,5185
2010.0,Great House,Nicole Krauss,634,1954,4900,4987,2504
2016.0,The Kept Woman,Karin Slaughter,216,625,3116,7374,6789
2011.0,"Maid for Love (Gansett Island Series, #1)",Marie Force,349,1021,4232,7220,6932
2003.0,And the Shofar Blew,Francine Rivers,154,510,2258,4069,5134
1989.0,Prentice Alvin (Tales of Alvin Maker #3),Orson Scott Card,137,887,4864,6378,3468
2005.0,44 Scotland Street,Alexander McCall Smith,450,1646,5140,6218,3314
2005.0,Chill Factor,Sandra Brown,147,647,3606,6119,4573
2008.0,Odd and the Frost Giants,"Neil Gaiman, Mark Buckingham",81,687,5043,8927,5548
2013.0,,Mark  Edwards,455,1174,3560,5385,4328
1966.0,موسم الهجرة إلى الشمال,"Tayeb Salih, Denys Johnson-Davies",623,1184,3205,4418,3624
1962.0,The Golden Notebook,Doris Lessing,727,1465,3429,5023,4734
2008.0,The Winter Rose,Jennifer Donnelly,158,348,1959,5495,7699
1991.0,The Last Full Measure,Jeff Shaara,64,218,1924,5063,5350
1996.0,Oscar et la dame rose,Éric-Emmanuel Schmitt,255,663,2516,5141,7921
1981.0,When Bad Things Happen to Good People,Harold S. Kushner,234,607,2414,3785,4525
1972.0,Post Captain,Patrick O'Brian,38,222,1761,5412,6308
2008.0,"Dragon Flight (Dragon Slippers, #2)",Jessica Day George,205,499,2840,5512,7404
1872.0,What Katy Did  ,Susan Coolidge,311,914,3989,5256,5026
1942.0,Homer Price,Robert McCloskey,253,666,3602,5764,6970
2003.0,Shatterglass,Tamora Pierce,104,596,3731,6493,8309
1982.0,The Belgariad: Part One - Pawn of Prophecy / Queen of Sorcery / Magician's Gambit,David Eddings,125,419,1945,4262,6751
2007.0,The Lucifer Effect: Understanding How Good People Turn Evil,Philip G. Zimbardo,345,741,2660,4809,4389
2010.0,The Scent of Rain and Lightning,Nancy Pickard,201,903,4337,7048,3436
1983.0,Pacific Vortex!,"Clive Cussler, Michael Pritchard",220,913,4951,5693,3735
2014.0,One More Chance,Abbi Glines,211,707,3304,8413,12673
2015.0,Aurora,Kim Stanley Robinson,316,1011,3163,4957,2803
2002.0,Purity in Death,J.D. Robb,30,198,2677,7394,9663
1973.0,The Hollow Hills,Mary  Stewart,47,286,2851,7117,7732
2004.0,"Among the Brave (Shadow Children, #5)",Margaret Peterson Haddix,90,472,3307,6133,6983
2003.0,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail","Rusty Young, Thomas McFadden",71,334,1775,4716,5276
1996.0,マース (Mars) #1,Fuyumi Soryo,460,754,2411,3337,7143
1962.0,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,Richard Feynman,133,417,2123,4700,5867
2007.0,The Art of Simple Food: Notes and Recipes from a Delicious Revolution,Alice Waters,405,516,2226,4091,5852
1981.0,"Centaur Aisle (Xanth, #4)",Piers Anthony,109,950,5612,5774,4085
2006.0,The Year of Fog,Michelle Richmond,375,1625,4774,4499,1984
1985.0,Crisis on Infinite Earths,"Marv Wolfman, George Pérez",224,786,2906,4196,5238
2005.0,The Areas of My Expertise,John Hodgman,361,930,2830,4301,3513
2016.0,Hogwarts: An Incomplete and Unreliable Guide,J.K. Rowling,63,346,2806,5543,7086
1981.0,Ronja Rövardotter,"Astrid Lindgren, Patricia Crampton, Trina Schart Hyman",147,475,2623,6056,9059
2010.0,Spider Bones,Kathy Reichs,182,881,4716,7139,5279
2007.0,No Talking,Andrew Clements,264,875,3428,4864,5100
2014.0,Blod på snø,"Jo Nesbø, Neil Smith",371,1528,4993,4788,2259
2011.0,Wait for Me,Elisabeth Naughton,268,783,3171,6659,5293
2011.0,The Garden of Evening Mists,Tan Twan Eng,197,554,2244,5213,4957
2014.0,,Natasha Preston,529,1197,3211,5261,6226
2005.0,紳士同盟† 1,Arina Tanemura,645,1067,2618,2997,6104
2014.0,,Alice Clayton,258,1134,5808,10237,8019
2002.0,Dark Guardian,Christine Feehan,133,461,2430,5402,9805
1992.0,Prophet,Frank E. Peretti,230,723,3016,4130,4225
2015.0,The Wicked Will Rise,Danielle  Paige,255,1094,5155,7240,4743
2001.0,Dark Fire,Christine Feehan,120,507,2802,5750,9765
2014.0,Citizen: An American Lyric,Claudia Rankine,248,407,1654,4840,7664
1925.0,"Carry On, Jeeves",P.G. Wodehouse,39,186,1983,6222,6714
2008.0,The Magic Thief,"Sarah Prineas, Antonio Javier Caparo",363,874,3396,5338,5289
2001.0,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Michael Azerrad,233,335,1394,3987,4955
1992.0,"I, Elizabeth",Rosalind Miles,174,549,2614,4656,4360
2014.0,The Woman who Stole my Life,Marian Keyes,395,1525,4701,4746,2308
2003.0,Pyongyang,Guy Delisle,216,724,3271,6047,4321
1991.0,Night over Water,Ken Follett,148,799,4455,6174,3193
2014.0,I Am Having So Much Fun Here Without You,Courtney Maum,539,1533,3835,3270,1702
2003.0,All I Want Is Everything,Cecily von Ziegesar,433,1879,5728,4270,3766
1980.0,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Michael E. Porter,182,400,1890,3856,4759
1994.0,Systematic Theology: An Introduction to Biblical Doctrine,Wayne A. Grudem,238,435,1504,3557,5757
2000.0,"""P"" is for Peril",Sue Grafton,106,655,5617,7662,4472
2016.0,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Sarah Andersen,1669,1734,5824,11787,20209
2003.0,The Darkness That Comes Before,R. Scott Bakker,738,1221,3012,5170,4414
2010.0,"The Dirty Life: On Farming, Food, and Love",Kristin Kimball,124,453,2389,5515,4186
2011.0,Dust & Decay,Jonathan Maberry,159,345,1846,4991,7218
2014.0,Alienated,Melissa Landers,480,1216,4086,7303,6898
2015.0,Bone Gap,Laura Ruby,315,1133,3937,6550,4821
2001.0,"Big Cherry Holler (Big Stone Gap, Book 2)",Adriana Trigiani,110,609,3763,6071,4201
2012.0,,Marcus Samuelsson,258,758,3497,5719,3172
2004.0,Teen Idol,Meg Cabot,529,2631,7845,6621,4308
2009.0,The Thing Around Your Neck,Chimamanda Ngozi Adichie,49,295,2226,6191,5531
2017.0,Caraval,Stephanie Garber,831,2531,7001,12105,13353
2008.0,Bright Shiny Morning,James Frey,332,966,2832,4244,3403
1894.0,The Story of an Hour,Kate Chopin,198,611,2944,4950,5984
1981.0,Rabbit Is Rich,John Updike,379,777,2914,4970,4260
2012.0,"Lots of Candles, Plenty of Cake",Anna Quindlen,311,1196,4029,5330,3255
2010.0,Scars,Cheryl Rainfield,318,683,2056,3285,6634
2009.0,The Fixer Upper,Mary Kay Andrews,161,704,4204,6545,4199
2009.0,Negeri 5 Menara,Ahmad Fuadi,117,403,2033,3938,3636
2007.0,Empire of Ivory,Naomi Novik,69,636,4407,7763,4637
2002.0,"An Army at Dawn: The War in Africa, 1942-1943",Rick Atkinson,129,310,1730,4590,5819
2002.0,Daddy's Little Girl,Mary Higgins Clark,159,810,4703,5808,4424
2006.0,Ricochet,Sandra Brown,129,595,3619,5830,4663
2006.0,Can't Wait to Get to Heaven,Fannie Flagg,178,784,3597,5491,4140
2011.0,Among Others,Jo Walton,622,1718,4662,6460,4314
2001.0,Seduction in Death,J.D. Robb,41,243,2812,7645,9633
1936.0,Double Indemnity,James M. Cain,111,443,2593,6014,5609
2007.0,Upon the Midnight Clear,Sherrilyn Kenyon,315,1422,5219,6938,8967
2007.0,Presentation Zen: Simple Ideas on Presentation Design and Delivery (Voices That Matter),Garr Reynolds,200,519,2138,3898,4704
2001.0, ,R.A. Salvatore,82,551,2774,4684,4994
1959.0,"Goodbye, Columbus and Five Short Stories",Philip Roth,137,641,3338,5467,3299
2009.0,"Bone: Quest For The Spark, Book One ","Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",184,415,1582,2498,6765
2010.0,,Josh Kaufman,275,687,2658,4613,5343
2013.0,,Dorothea Benton Frank,312,1157,4078,5067,2864
2010.0,No Mercy,Sherrilyn Kenyon,76,530,3139,7209,10403
2015.0,The Library at Mount Char,Scott  Hawkins,360,653,2539,6250,6106
2005.0,Fire Star,Chris d'Lacey,388,1018,3320,4206,5296
1985.0,Texas,James A. Michener,138,497,3002,5244,5274
2004.0,Your Best Life Now: 7 Steps to Living at Your Full Potential,Joel Osteen,570,580,1895,3086,4763
2010.0,,Jennifer L. Holm,298,803,3534,5590,4954
1990.0,The Vor Game,Lois McMaster Bujold,52,227,2200,6713,7405
2010.0,,"Mary Beth Chapman, Steven Curtis Chapman",144,323,1602,3827,6329
2014.0,Broken Monsters,Lauren Beukes,444,1323,4128,5355,2445
1982.0,The Journals of Sylvia Plath,"Sylvia Plath, Karen V. Kukil",97,333,1972,4763,7054
2009.0,This is Water,David Foster Wallace,73,237,1170,3675,9703
1985.0,QED: The Strange Theory of Light and Matter,Richard Feynman,150,321,1721,3835,5453
2011.0,Defiance,"Lili St. Crow, Lilith Saintcrow",258,720,3156,5731,8916
2005.0,Haunted,Kelley Armstrong,124,696,4591,8259,8081
1999.0,The Sweet Potato Queens' Book of Love,Jill Conner Browne,526,1259,3811,4263,3755
2011.0,Mastiff,Tamora Pierce,240,703,3057,6547,10227
2006.0,The Madonnas of Leningrad,Debra Dean,189,935,3994,5692,3154
2009.0,Divine Misdemeanors ,Laurell K. Hamilton,396,1259,4386,6456,8890
2008.0,Sweetheart,Chelsea Cain,162,542,3054,6305,5432
2009.0,Caim,José Saramago,196,725,2957,5059,3604
1999.0,All Tomorrow's Parties,William Gibson,56,556,3540,5425,3313
2010.0,The Quantum Thief,Hannu Rajaniemi,422,974,3208,5824,4018
2011.0,Shock Wave,John Sandford,61,231,2297,6499,5746
1921.0,Logisch-Philosophische Abhandlung,Ludwig Wittgenstein,297,699,2188,3813,5185
1933.0,Lord Edgware Dies,Agatha Christie,78,650,5427,7864,4677
2003.0,Batman (Volume 2): Hush,"Jeph Loeb, Jim Lee, Scott Williams",126,426,1856,3902,6190
2008.0,Dog on It,Spencer Quinn,202,809,4023,6540,3965
2012.0,,Mary Kay Andrews,162,623,3846,6493,4332
1937.0,And to Think That I Saw It on Mulberry Street,Dr. Seuss,251,1069,4766,5675,7452
2013.0,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,220,342,1699,4775,4972
2013.0,"Chasing the Prophecy (Beyonders, #3)",Brandon Mull,160,289,1521,4259,7300
1994.0,The Short Victorious War,David Weber,76,305,2836,6814,6345
1996.0,Drinking: A Love Story,Caroline Knapp,165,596,2606,4958,4796
1863.0,Cinq semaines en ballon,Jules Verne,325,1122,4535,5061,3862
2011.0,Dragon's Oath,"P.C. Cast, Kristin Cast",296,935,3849,5099,7628
2010.0,Grave Witch,Kalayna Price,368,999,5174,9816,7368
1976.0,Sleeping Murder,Agatha Christie,102,769,5288,7800,5429
1911.0,Ethan Frome and Other Short Fiction,"Edith Wharton, Mary Gordon",947,1410,3537,4178,4247
2012.0,The Assassin and the Desert,Sarah J. Maas,103,325,2271,6067,11166
1887.0,On the Genealogy of Morals / Ecce Homo,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",168,437,2130,4067,5138
1986.0,Adrift: Seventy-Six Days Lost at Sea,Steven Callahan,144,378,2157,4449,4425
1987.0,Once and Always,Judith McNaught,219,599,3046,6650,9104
2012.0,Bloodline,James Rollins,84,275,2174,6121,6544
2004.0,"Best Friends for Never (The Clique, #2)",Lisi Harrison,519,1604,4324,4228,4903
2011.0,Death of Kings,Bernard Cornwell,36,150,1768,5979,6066
2007.0,Onward: How Starbucks Fought for Its Life without Losing Its Soul,"Howard Schultz, Joanne Gordon",316,889,3236,4341,3358
2005.0,Auschwitz: A New History,Laurence Rees,252,316,1528,3841,5671
1956.0,The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,118,357,1876,4543,5096
2002.0,Three Fates,Nora Roberts,167,745,4166,6232,6761
2016.0,Passenger,Alexandra Bracken,765,1786,5420,9610,7329
2006.0,"Born in Death (In Death, #23)","J.D. Robb, Susan Ericksen",61,271,2688,6938,10014
2014.0,"Close Your Eyes, Hold Hands",Chris Bohjalian,360,1372,4302,5187,2504
1953.0,A Pocket Full of Rye,Agatha Christie,88,751,6293,8096,4721
2008.0,of course i love you,"Durjoy Datta, Maanvi Ahuja",1059,1663,2910,2203,1826
2007.0,Virgin River,Robyn Carr,314,749,3292,7150,8050
2004.0,The Algebraist,Iain M. Banks,185,684,3067,5984,4873
1968.0,Meu Pé de Laranja Lima,"José Mauro de Vasconcelos, قاسم صنعوی",164,392,1644,4516,8375
2014.0,Stone Mattress,Margaret Atwood,205,663,3003,6568,3913
2006.0,The Whistling Season,Ivan Doig,133,521,2548,5842,4067
2013.0,Rebel Spring,"Morgan Rhodes, Michelle Rowen",155,669,3219,7936,8316
2014.0,NYPD Red 2,"James Patterson, Marshall Karp",103,382,2711,6180,4828
1978.0,Chesapeake,James A. Michener,113,489,3004,6523,6717
1997.0,The List,Steve Martini,157,422,2944,4698,3629
,,Gloria Levine,355,659,3626,4548,5325
1990.0,Devil in a Blue Dress,Walter Mosley,134,718,3384,6091,3890
2003.0,Shakespeare's Romeo and Juliet,"Michael Rosen, Jane Ray",315,836,3940,5827,8199
1952.0,The Killer Inside Me,Jim Thompson,269,834,3139,5584,4167
1862.0,Lady Audley's Secret,Mary Elizabeth Braddon,425,1186,4318,5587,3846
1997.0,Todos os Nomes,"José Saramago, Margaret Jull Costa",202,745,3074,5005,3604
2003.0,"Lucia, Lucia",Adriana Trigiani,119,649,3786,6155,4243
2012.0,Tiger Lily,Jodi Lynn Anderson,483,1234,3791,6258,7350
2003.0,Return,"Karen Kingsbury, Gary Smalley",49,165,1310,3623,7182
1985.0,The Ruby in the Smoke,Philip Pullman,276,1204,5713,7926,4160
1998.0,Georgiana: Duchess of Devonshire,Amanda Foreman,398,964,3569,5032,3777
2012.0,Scarlet,A.C. Gaughen,669,1196,4074,7024,7540
2012.0,Stealing Parker,Miranda Kenneally,358,1110,4177,5628,5516
2016.0,,Mary Kay Andrews,346,1272,4402,5586,3412
2005.0,"Fables, Volume 5: The Mean Seasons","Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",120,340,2889,7435,7437
1899.0,Dom Casmurro,Machado de Assis,127,410,1823,3921,5915
1975.0,The Illuminatus! Trilogy,"Robert Shea, Robert Anton Wilson",439,876,2427,3929,5473
2009.0,Lockdown,Alexander Gordon Smith,346,734,2651,5128,6706
2004.0,The Final Solution: A Story of Detection,"Michael Chabon, Jay Ryan",282,1965,6003,4240,1250
2010.0,,Nancy Thayer,190,873,4214,5176,3369
2010.0,International Flavor,"John Layman, Rob Guillory",256,402,2126,5146,5385
1992.0,Lost Souls,Poppy Z. Brite,548,1055,3173,4517,5341
1907.0,The Secret Agent: A Simple Tale,Joseph Conrad,452,1379,4536,5166,2751
1957.0,The Way of Zen,Alan W. Watts,83,325,2034,4326,5011
2012.0,Nexus,Ramez Naam,181,531,2242,5246,4552
1974.0,The wolf and the dove,Kathleen E. Woodiwiss,312,704,2527,4579,6983
2014.0,,Veronica Roth,136,538,2745,4878,7074
2014.0,Nora Webster,Colm Tóibín,416,1335,3896,5066,2337
2011.0,Requiem (Providence #2),Jamie McGuire,193,628,3092,6487,7576
2010.0,The Emperor's Tomb,Steve Berry,123,667,3496,5985,4477
2014.0,Fear Nothing,Lisa Gardner,139,420,2544,6279,5263
1980.0,Baking: From My Home to Yours,"Dorie Greenspan, Alan    Richardson",333,471,1877,3126,5879
2010.0,,Jane Green,251,841,3929,5474,3728
2011.0,For You,Kristen Ashley,414,793,3414,8756,10900
2001.0,ラブ★コン 1,"Aya Nakahara, Pookie Rolf",398,624,2107,3267,7598
1972.0,Elephants Can Remember,Agatha Christie,332,1638,6340,6243,3747
2013.0,,Belle Aurora,954,1413,4033,7575,9393
1989.0,What to Expect the First Year,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",359,816,3301,4586,4185
1986.0,The Gift,Danielle Steel,218,819,3420,4186,4471
2012.0,The Lions of Little Rock,Kristin Levine,304,447,1744,4655,6542
2000.0,Self Matters: Creating Your Life from the Inside Out,Phillip C. McGraw,516,1037,2877,2790,2700
2010.0,,Amanda Hocking,416,1057,3458,5910,6232
2008.0,ヘタリア 1 Axis Powers,Hidekaz Himaruya,317,461,1380,2391,7526
1996.0,Finding Nemo,"Andrew Stanton, Walt Disney Company",102,310,1412,2323,8063
2002.0,Calling Doctor Amelia Bedelia (I Can Read Book 2),"Herman Parish, Lynn Sweat",177,404,2059,2849,6963
2012.0,Timeless,Gail Carriger,100,571,3968,9168,8007
1995.0,"These High, Green Hills",Jan Karon,45,202,2303,5939,6997
2014.0,How Google Works,"Eric Schmidt, Jonathan Rosenberg",228,592,2456,5287,4736
2013.0,Killing Sarai,J.A. Redmerski,409,907,3368,7967,10346
2011.0,The Time of My Life,Cecelia Ahern,295,978,3677,5393,4319
1927.0,Now We Are Six,"A.A. Milne, Ernest H. Shepard",85,355,2267,4411,9450
2009.0,The Secret Circle: The Captive Part II and The Power,L.J. Smith,218,815,3446,5116,7553
2013.0,Ladies' Night ,Mary Kay Andrews,218,791,3961,5657,3397
2013.0,Family Pictures,Jane Green,342,1281,4464,5370,2695
2010.0,"Taken by Midnight (Midnight Breed, #8)",Lara Adrian,105,458,3009,7314,9932
1888.0,Os Maias,"José Maria de Eça de Queirós, Ester de Lemos",238,751,2474,4685,4596
2014.0,The Law of Moses,Amy Harmon,242,528,1794,5120,10236
2016.0,Good as Gone,Amy Gentry,424,1765,6454,6710,2688
1996.0,Holding the Dream,Nora Roberts,98,709,4492,6792,6537
2013.0,,Tijan,188,650,2949,6716,10832
2005.0,Mr. Darcy's Diary,Amanda Grange,595,1559,4819,5305,3750
1999.0,L.A. Requiem,Robert Crais,72,212,1810,5924,6138
2010.0,,Joshilyn Jackson,227,692,3406,7150,4346
2012.0,,Miranda Hart,536,1133,3185,4841,4299
2004.0,Eventide,Kent Haruf,60,310,2220,6165,5332
2009.0,Fahrenheit 451: The Authorized Adaptation,"Tim Hamilton, Ray Bradbury",277,707,2785,4439,4021
2003.0,スペシャル·エー,Maki Minami,396,755,2499,3621,8018
2004.0,オール・ユー・ニード・イズ・キル,"Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder",81,449,2508,5872,4332
1961.0,The Bronze Bow,Elizabeth George Speare,487,977,3406,5729,5726
1993.0,Essays in Love,Alain de Botton,168,648,2698,5071,4165
1995.0,A Civil Action,Jonathan Harr,99,493,2968,5178,3566
1928.0,Millions of Cats,Wanda Gág,282,921,3510,4888,7659
2000.0,Dark challenge,Christine Feehan,120,556,3150,5924,8862
2013.0,Mistress,"James Patterson, David Ellis",577,1561,4362,4368,2730
1993.0,Grandfather's Journey,Allen Say,257,579,2453,4269,5989
2002.0,Savannah Blues,Mary Kay Andrews,123,572,3594,6157,4723
2000.0,Excavation,James Rollins,128,537,3230,5478,4968
1637.0,,"René Descartes, Donald A. Cress",309,1137,3853,4052,3259
2003.0,Scarecrow,Matthew Reilly,147,414,1991,4414,5961
